		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
	Feature Importance Scores:	NaN	NaN	0.28602	NaN	NaN	NaN	0.098283	0.11032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1342	星TEN  & 查(FANCG,PAX5)  & 昧RAS 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.098283	NaN	0.31265	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1351	BRAF  & 昧F1 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34345	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1352	BRAF  & 昧RAS  & 斫2O2-UP 	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.33191	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1353	BRAF 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.38209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1354	BRAF  & 昧F1  & 昧RAS 	0	0	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.23966	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1355	BRAF  & 昧RAS 	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.33212	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1356	星TEN  & BRAF  & 昧RAS 	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23966	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1357	查(FANCG,PAX5)  & BRAF  & 昧RAS 	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.063028	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1358	查(FANCG,PAX5)  & BRAF  & 昧F1 	0	0	-1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.074351	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1359	查(FANCG,PAX5)  & BRAF  & 斫2O2-UP 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.16661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13510	查(FANCG,PAX5)  & BRAF  & 昧F2 	0	0	-1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.16682	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13511	查(FANCG,PAX5)  & BRAF 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.16682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13512	BRAF  & 昧RAS  & 昧F2 	0	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.33212	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13513	BRAF  & 昧F1  & 斫2O2-UP 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34324	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13514	BRAF  & 昧F1  & 昧F2 	0	0	0	0	0	1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34345	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13515	BRAF  & 昧F1  & 曷GFB-UP 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.37309	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 13516	BRAF  & 昧F1  & 星I3K_only-DOWN 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.4048	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 13517	BRAF  & 斫2O2-UP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.4357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13518	BRAF  & 昧F2  & 斫2O2-UP 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.4357	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13519	BRAF  & 昧F2 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.43591	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13520	BRAF  & 昧F2  & 曷GFB-UP 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.46556	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 13521	BRAF  & 昧F2  & 星I3K_only-DOWN 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.49726	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 13522	BRAF  & 昧RAS  & 曷GFB-UP 	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.36177	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 13523	BRAF  & 昧RAS  & 星I3K_only-DOWN 	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.33212	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 13524	星TEN  & 查(FANCG,PAX5)  & BRAF 	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0	NaN	NaN	0.1357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13525	星TEN  & BRAF  & 昧F1 	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.4048	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 13526	星TEN  & BRAF  & 斫2O2-UP 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.40459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1401	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
CV error: 0.28912	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	0.00018871	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1402	星TEN  & 查19p12  & 查(FANCG,PAX5)  & 昧RAS 	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.083762	0	0.24376	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1403	星TEN  & 查(FANCG,PAX5)  & 春RAS  & 昧RAS 	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	0	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1404	星TEN  & 查(FANCG,PAX5)  & 昧F1  & 昧RAS 	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0.24376	NaN	NaN	NaN	0	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1405	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 查13q14.2 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.24376	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1406	星TEN  & 查(FANCG,PAX5)  & 昧RAS 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1407	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 施L-1-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.24376	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 1408	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 曷GFB-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 1409	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 星I3K_only-DOWN 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 14010	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 曷GFB-DOWN 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 14011	查19p12  & 查(FANCG,PAX5)  & 昧F1  & 昧RAS 	0	-1	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14012	查(FANCG,PAX5)  & 春RAS  & 昧F1  & 昧RAS 	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	0	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14013	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 查13q14.2 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14014	查(FANCG,PAX5)  & 昧F1  & 昧RAS 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14015	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 施L-1-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 14016	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 曷GFB-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN 
																					 
Model 14017	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 星I3K_only-DOWN 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 14018	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 曷GFB-DOWN 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	0.24376	NaN	NaN	NaN	0.083762	0.094018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 14019	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0.083762	NaN	0.26646	NaN	NaN	NaN	NaN	0.14959	NaN	NaN	NaN	NaN	NaN	NaN	0.00018871	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1411	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0.13416	NaN	0.036349	NaN	NaN	NaN	NaN	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1412	昧F1  & 昧RAS  & 斫2O2-UP 	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0.17051	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1413	星TEN  & 查19p12  & 昧RAS  & 斫2O2-UP 	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0.13416	0.036349	NaN	NaN	NaN	NaN	NaN	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1414	星TEN  & 昧RAS  & 查13q14.2  & 斫2O2-UP 	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	0.13416	NaN	NaN	NaN	NaN	NaN	NaN	0.23961	NaN	NaN	NaN	NaN	NaN	0.036349	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1415	查19p12  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	0.13416	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1416	星TEN  & 昧F1  & 昧RAS  & 斫2O2-UP 	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	NaN	0.036349	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1417	星TEN  & 昧RAS  & 斫2O2-UP  & 施L-1-UP 	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0 
	Feature Importance Scores:	0.13416	NaN	NaN	NaN	NaN	NaN	NaN	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	0	NaN	NaN	NaN	NaN 
																					 
Model 1418	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	NaN	0.13416	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1419	春RAS  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	0.17051	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14110	昧F1  & 昧RAS  & 查13q14.2  & 斫2O2-UP 	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0.13416	0.23961	NaN	NaN	NaN	NaN	NaN	0	0.00030226	NaN	NaN	NaN	NaN	NaN 
																					 
Model 14111	昧F1  & 昧RAS  & 斫2O2-UP  & 施L-1-UP 	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0.13416	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	0	NaN	NaN	NaN	NaN 
																					 
Model 14112	昧F1  & 昧RAS  & 斫2O2-UP  & 曷GFB-UP 	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0.17051	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	0	NaN	NaN	NaN 
																					 
Model 14113	昧F1  & 昧RAS  & 斫2O2-UP  & 曷GFB-DOWN 	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	0.17051	0.23961	NaN	NaN	NaN	NaN	NaN	NaN	0.00030226	NaN	NaN	NaN	0	NaN 
																					 
Model 1421	查(FANCG,PAX5)  & 昧F1  & 斫2O2-UP 	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.30516	NaN	NaN	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00023624	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1422	查19p12  & 查(FANCG,PAX5)  & 昧F1  & 斫2O2-UP 	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0.30516	NaN	NaN	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00023624	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1423	查(FANCG,PAX5)  & 春RAS  & 昧F1  & 斫2O2-UP 	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.30516	NaN	0	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00023624	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1424	查(FANCG,PAX5)  & 昧F1  & 查13q14.2  & 斫2O2-UP 	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.30516	NaN	NaN	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	0	0.00023624	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1425	查(FANCG,PAX5)  & 昧F1  & 斫2O2-UP  & 施L-1-UP 	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.30516	NaN	NaN	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00023624	0	NaN	NaN	NaN	NaN 
																					 
Model 1426	查(FANCG,PAX5)  & 昧F1  & 斫2O2-UP  & 曷GFB-DOWN 	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	0.30516	NaN	NaN	NaN	0.10486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00023624	NaN	NaN	NaN	0	NaN 
																					 
Model 1431	查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.32544	NaN	NaN	NaN	NaN	0.11483	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1432	查19p12  & 查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	0.29772	NaN	NaN	NaN	NaN	0.11483	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1433	星TEN  & 查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0.32544	NaN	NaN	NaN	NaN	0.18271	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1434	查(FANCG,PAX5)  & 昧F1  & 昧RAS  & 斫2O2-UP 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.29772	NaN	NaN	NaN	0	0.11483	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1435	查(FANCG,PAX5)  & 昧RAS  & 查13q14.2  & 斫2O2-UP 	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.29772	NaN	NaN	NaN	NaN	0.11483	NaN	NaN	NaN	NaN	NaN	0	0.00023048	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1436	查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP  & 曷GFB-UP 	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.32544	NaN	NaN	NaN	NaN	0.11483	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	0	NaN	NaN	NaN 
																					 
Model 1437	查(FANCG,PAX5)  & 昧RAS  & 斫2O2-UP  & 星I3K_only-DOWN 	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0 
	Feature Importance Scores:	NaN	NaN	0.32544	NaN	NaN	NaN	NaN	0.18271	NaN	NaN	NaN	NaN	NaN	NaN	0.00023048	NaN	NaN	0	NaN	NaN 
																					 
Model 1441	查(FANCG,PAX5)  & 昧F1  & 昧RAS 	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0.28602	NaN	NaN	NaN	0.098283	0.11032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1442	星TEN  & 查(FANCG,PAX5)  & 昧RAS 	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.098283	NaN	0.31265	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1443	星TEN  & 查(FANCG,PAX5)  & 昧F1  & 昧RAS 	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	0.28602	NaN	NaN	NaN	0	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1444	星TEN  & 查19p12  & 查(FANCG,PAX5)  & 昧RAS 	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.098283	0	0.28602	NaN	NaN	NaN	NaN	0.17553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 1445	查19p12  & 查(FANCG,PAX5)  & 昧F1  & 昧RAS 	0	-1	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0 
