Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 1356	¬PTEN  & BRAF  & ¬NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23966	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1357	¬d(FANCG,PAX5)  & BRAF  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.063028	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1358	¬d(FANCG,PAX5)  & BRAF  & ¬NF1 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.074351	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1359	¬d(FANCG,PAX5)  & BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16661	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13510	¬d(FANCG,PAX5)  & BRAF  & ¬NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16682	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13511	¬d(FANCG,PAX5)  & BRAF 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16682	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13512	BRAF  & ¬NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13513	BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34324	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13514	BRAF  & ¬NF1  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34345	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13515	BRAF  & ¬NF1  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.37309	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13516	BRAF  & ¬NF1  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4048	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 13517	BRAF  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4357	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13518	BRAF  & ¬NF2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4357	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13519	BRAF  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.43591	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13520	BRAF  & ¬NF2  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.46556	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13521	BRAF  & ¬NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.49726	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 13522	BRAF  & ¬NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36177	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 13523	BRAF  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.33212	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 13524	¬PTEN  & ¬d(FANCG,PAX5)  & BRAF 	NA	-1/0	0/NaN	-1/0	0/NaN	0/NaN	1/0.1357	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13525	¬PTEN  & BRAF  & ¬NF1 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.4048	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 13526	¬PTEN  & BRAF  & ¬H2O2-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.40459	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1401	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	 0.28912	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00018871	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1402	¬PTEN  & ¬d19p12  & ¬d(FANCG,PAX5)  & ¬NRAS 	NA	-1/0.083762	-1/0	-1/0.24376	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1403	¬PTEN  & ¬d(FANCG,PAX5)  & ¬KRAS  & ¬NRAS 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	-1/0	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1404	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	-1/0	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1405	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬d13q14.2 	NA	-1/0.083762	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1406	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1407	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬IL-1-UP 	NA	-1/0.083762	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1408	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬TGFB-UP 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 1409	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14010	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬TGFB-DOWN 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14011	¬d19p12  & ¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	0/NaN	-1/0	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14012	¬d(FANCG,PAX5)  & ¬KRAS  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	-1/0	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14013	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬d13q14.2 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14014	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14015	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬IL-1-UP 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14016	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14017	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14018	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	-1/0.24376	0/NaN	0/NaN	0/NaN	-1/0.083762	-1/0.094018	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14019	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0.083762	0/NaN	-1/0.26646	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.14959	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00018871	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1411	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0.13416	0/NaN	-1/0.036349	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1412	¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17051	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1413	¬PTEN  & ¬d19p12  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0.13416	-1/0.036349	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1414	¬PTEN  & ¬NRAS  & ¬d13q14.2  & ¬H2O2-UP 	NA	-1/0.13416	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.036349	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1415	¬d19p12  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.13416	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1416	¬PTEN  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.036349	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1417	¬PTEN  & ¬NRAS  & ¬H2O2-UP  & ¬IL-1-UP 	NA	-1/0.13416	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1418	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0.13416	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1419	¬KRAS  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0.17051	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14110	¬NF1  & ¬NRAS  & ¬d13q14.2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.13416	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.00030226	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14111	¬NF1  & ¬NRAS  & ¬H2O2-UP  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.13416	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14112	¬NF1  & ¬NRAS  & ¬H2O2-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17051	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14113	¬NF1  & ¬NRAS  & ¬H2O2-UP  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17051	-1/0.23961	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00030226	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1421	¬d(FANCG,PAX5)  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.30516	0/NaN	0/NaN	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023624	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1422	¬d19p12  & ¬d(FANCG,PAX5)  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	-1/0	-1/0.30516	0/NaN	0/NaN	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023624	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1423	¬d(FANCG,PAX5)  & ¬KRAS  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.30516	0/NaN	-1/0	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023624	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1424	¬d(FANCG,PAX5)  & ¬NF1  & ¬d13q14.2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.30516	0/NaN	0/NaN	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.00023624	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1425	¬d(FANCG,PAX5)  & ¬NF1  & ¬H2O2-UP  & ¬IL-1-UP 	NA	0/NaN	0/NaN	-1/0.30516	0/NaN	0/NaN	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023624	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1426	¬d(FANCG,PAX5)  & ¬NF1  & ¬H2O2-UP  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	-1/0.30516	0/NaN	0/NaN	0/NaN	-1/0.10486	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023624	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1431	¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.32544	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.11483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1432	¬d19p12  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	-1/0	-1/0.29772	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.11483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1433	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0	0/NaN	-1/0.32544	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.18271	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1434	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.29772	0/NaN	0/NaN	0/NaN	-1/0	-1/0.11483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1435	¬d(FANCG,PAX5)  & ¬NRAS  & ¬d13q14.2  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.29772	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.11483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.00023048	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1436	¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0.32544	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.11483	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 1437	¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0.32544	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.18271	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00023048	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1441	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	0/NaN	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0.098283	-1/0.11032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1442	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS 	NA	-1/0.098283	0/NaN	-1/0.31265	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1443	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	-1/0	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1444	¬PTEN  & ¬d19p12  & ¬d(FANCG,PAX5)  & ¬NRAS 	NA	-1/0.098283	-1/0	-1/0.28602	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1445	¬d19p12  & ¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS 	NA	0/NaN	-1/0	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0.098283	-1/0.11032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1446	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬d13q14.2 	NA	-1/0.098283	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1447	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬TGFB-UP 	NA	-1/0.098283	0/NaN	-1/0.31265	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 1448	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	-1/0.098283	0/NaN	-1/0.31265	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1449	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬d13q14.2 	NA	0/NaN	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0.098283	-1/0.11032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14410	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0.098283	-1/0.11032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14411	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0.28602	0/NaN	0/NaN	0/NaN	-1/0.098283	-1/0.17553	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 1451	¬d(FANCG,PAX5)  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.26909	0/NaN	0/NaN	0/NaN	-1/0.092467	-1/0.10379	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00020832	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1452	¬PTEN  & ¬d(FANCG,PAX5)  & ¬NRAS  & ¬H2O2-UP 	NA	-1/0.092467	0/NaN	-1/0.26909	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.16514	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.00020832	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
